publication_date,effective_on,department,agency_fr,independent_reg_agency,title_fr,abstract,action,citation,document_number,docket_number,significant,econ_significant,3(f)(1) significant,Major,html_url,Notes,in_fr_df,url,title_gao,agency_gao,subagency,type,description,priority,effective,received,control_number,fed_reg_number,major_rule_report,in_gao_df,regulation_id_number
2024-06-03,2024-09-03,Railroad Retirement Board,,0,Payment of Social Security Benefits by the Railroad Retirement Board,The Railroad Retirement Board amends its regulations to add additional statutory conditions under which the Railroad Retirement Board will pay benefits certified to it by the Commissioner of Social Security. These updates are necessary to reflect the amendments to section 205(i) of the Social Security Act enacted by section 103(i)(3) of the Railroad Retirement and Survivors' Improvement Act of 2001 and section 843 of the Bipartisan Budget Act of 2015.,Direct final rule; request for comments.,89 FR 47462,2024-12052,,,,,,https://www.federalregister.gov/documents/2024/06/03/2024-12052/payment-of-social-security-benefits-by-the-railroad-retirement-board,,1,,,,,,,,,,,,,0,['3220-AB78']
2024-06-04,2024-06-04,Defense Department,Engineers Corps,0,Civil Monetary Penalty Inflation Adjustment Rule,"The U.S. Army Corps of Engineers (Corps) is issuing this final rule to adjust its civil monetary penalties (CMP) under the Rivers and Harbors Appropriation Act of 1922 (RHA), the Clean Water Act (CWA), and the National Fishing Enhancement Act (NFEA) to account for inflation.",Final rule.,89 FR 47863,2024-12239,COE-2024-0001,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12239/civil-monetary-penalty-inflation-adjustment-rule,,1,,,,,,,,,,,,,0,['0710-AB54']
2024-06-04,2024-06-04,Homeland Security Department,Coast Guard,0,"Temporary Final Rule; Little Connection Slough, Stockton, CA","The Coast Guard is establishing a temporary safety zone for navigable waters within a 250-foot radius of the vessel AURORA in Little Connection Slough near Stockton, CA. The safety zone is needed to protect personnel, vessels, and the marine environment from potential hazards created by salvage and pollution removal operations. Entry of vessels or persons into this zone is prohibited unless specifically authorized by the Captain of the Port, Sector San Francisco.",Temporary final rule.,89 FR 47854,2024-12155,USCG-2024-0464,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12155/temporary-final-rule-little-connection-slough-stockton-ca,,1,,,,,,,,,,,,,0,['1625-AA00']
2024-06-04,2024-07-05,Commerce Department,National Oceanic and Atmospheric Administration,0,Fisheries of the Exclusive Economic Zone; Bering Sea and Aleutian Islands Crab Rationalization Program,"NMFS issues regulations to implement amendments 54 and 55 to the Fishery Management Plan (FMP) for Bering Sea and Aleutian Islands (BSAI) King and Tanner Crabs (Crab FMP). This final rule revises two provisions of the Crab Rationalization Program (CR Program) to do the following: change active crab fishery participation requirements for crab quota share (QS) established for catcher vessel crew (CVC) and catcher/processor crew (CPC), also called C Shares; expand individual processing quota (IPQ) exemptions for custom processing from processor use caps; and remove the processor facility use cap. These actions are intended to promote the goals and objectives of the Magnuson-Stevens Fishery Conservation and Management Act (Magnuson-Stevens Act), the Crab FMP, and other applicable laws.",Final rule.,89 FR 47872,2024-12230,NOAA-NMFS-2023-0159,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12230/fisheries-of-the-exclusive-economic-zone-bering-sea-and-aleutian-islands-crab-rationalization,,1,,,,,,,,,,,,,0,['0648-BM81']
2024-06-04,2024-07-05,Equal Employment Opportunity Commission,,0,Procedures for Previously Exempt State and Local Government Employee Complaints of Employment Discrimination Under Section 304 of the Government Employee Rights Act of 1991,"The Equal Employment Opportunity Commission (EEOC or Commission) is amending its existing regulations by which State and local government employees who were previously exempt from coverage under title VII of the Civil Rights Act of 1964 (title VII) may bring claims of employment discrimination pursuant to the Government Employee Rights Act of 1991 (GERA). The amendments explicitly provide for digital transmission of documents, update the regulation based upon the text of other regulations or statutes, and make a number of editorial revisions to improve clarity and correct errors.",Final rule.,89 FR 47850,2024-12029,,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12029/procedures-for-previously-exempt-state-and-local-government-employee-complaints-of-employment,,1,,,,,,,,,,,,,0,['3046-AB09']
2024-06-04,2024-07-05,Homeland Security Department,Coast Guard,0,Digital Certificate of Number for State Numbered Vessels,This final rule is intended to amend the Coast Guard's requirements for a Certificate of Number (CON) for vessels to allow any CON to be carried in hard copy or digital form. This aligns our current CON requirements with statutory changes made by the James M. Inhofe National Defense Authorization Act for Fiscal Year 2023.,Final rule.,89 FR 47855,2024-12201,USCG-2023-0600,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12201/digital-certificate-of-number-for-state-numbered-vessels,,1,,,,,,,,,,,,,0,['1625-AC92']
2024-06-04,2024-07-05,Interior Department,Fish and Wildlife Service,0,"Endangered and Threatened Wildlife and Plants; Endangered Species Status With Critical Habitat for Guadalupe Fatmucket, Texas Fatmucket, Guadalupe Orb, Texas Pimpleback, Balcones Spike, and False Spike, and Threatened Species Status With Section 4(d) Rule and Critical Habitat for Texas Fawnsfoot","We, the U.S. Fish and Wildlife Service (Service), determine endangered species status under the Endangered Species Act of 1973 (Act), as amended, for the Guadalupe fatmucket (Lampsilis bergmanni), Texas fatmucket (Lampsilis bracteata), Guadalupe orb (Cyclonaias necki), Texas pimpleback (Cyclonaias (=Quadrula) petrina), Balcones spike (Fusconaia (=Quincuncina) iheringi), and false spike (Fusconaia (=Quincuncina) mitchelli), and threatened species status for the Texas fawnsfoot (Truncilla macrodon), seven species of freshwater mussels from central Texas. We also issue a rule under section 4(d) of the Act for the Texas fawnsfoot that provides measures that are necessary and advisable to provide for the conservation of the Texas fawnsfoot. In addition, we designate critical habitat for all seven species. In total, approximately 1,577.5 river miles (2,538.7 river kilometers) in Blanco, Brown, Caldwell, Coleman, Comal, Concho, DeWitt, Gillespie, Gonzales, Guadalupe, Hays, Kendall, Kerr, Kimble, Lampasas, Llano, Mason, McCulloch, Menard, Mills, Palo Pinto, Parker, Runnels, San Saba, Shackelford, Stephens, Sutton, Throckmorton, Tom Green, Travis, and Victoria Counties, Texas, fall within the boundaries of the critical habitat designation. This rule applies the protections of the Act to these species and their designated critical habitats.",Final rule.,89 FR 48034,2024-11645,FWS-R2-ES-2019-0061,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-11645/endangered-and-threatened-wildlife-and-plants-endangered-species-status-with-critical-habitat-for,,1,,,,,,,,,,,,,0,['1018-BD16']
2024-06-04,2024-07-05,Interior Department,National Park Service,0,Cape Hatteras National Seashore; Bicycling,The National Park Service amends the special regulations for Cape Hatteras National Seashore to allow for bicycle use on an approximately 1.6-mile multi-use pathway in the Hatteras Island District of the Seashore.,Final rule.,89 FR 47866,2024-12204,NPS-2023-0003,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12204/cape-hatteras-national-seashore-bicycling,,1,,,,,,,,,,,,,0,['1024-AE83']
2024-06-04,2024-09-05,Transportation Department,Federal Aviation Administration,0,"Establishment of Class E Airspace; Reidsville, NC","This action establishes Class E airspace extending upward from 700 feet above the surface for Rockingham County NC Shiloh Airport, Reidsville, NC to accommodate new area navigation (RNAV) global positioning system (GPS) standard instrument approach procedures serving the airport.",Final rule.,89 FR 47847,2024-12112,FAA-2024-0319,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12112/establishment-of-class-e-airspace-reidsville-nc,,1,,,,,,,,,,,,,0,['2120-AA66']
2024-06-04,2024-09-05,Transportation Department,Federal Aviation Administration,0,"Establishment of Class E Airspace; Valkaria, FL","This action establishes Class E airspace extending upward from 700 feet above the surface for Valkaria Airport, Valkaria, FL, to accommodate new area navigation (RNAV) global positioning system (GPS) standard instrument approach procedures serving the airport. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at this airport.",Final rule.,89 FR 47848,2024-12113,FAA-2024-0298,,,,,https://www.federalregister.gov/documents/2024/06/04/2024-12113/establishment-of-class-e-airspace-valkaria-fl,,1,,,,,,,,,,,,,0,['2120-AA66']
2024-06-05,2024-06-05,Small Business Administration,,0,Civil Monetary Penalties Inflation Adjustments,"The Small Business Administration (SBA) is amending its regulations to adjust for inflation the amount of certain civil monetary penalties that are within the jurisdiction of the agency. These adjustments comply with the requirement in the Federal Civil Penalties Inflation Adjustment Act of 1990, as amended by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015, to make annual adjustments to the penalties.",Final rule.,89 FR 48132,2024-12282,,,,,,https://www.federalregister.gov/documents/2024/06/05/2024-12282/civil-monetary-penalties-inflation-adjustments,,1,,,,,,,,,,,,,0,['3245-AI01']
2024-06-05,2024-06-07,Agriculture Department,Animal and Plant Health Inspection Service,0,Horse Protection Amendments; Correction,"This document corrects errors in amendatory instructions in the final rule entitled ""Horse Protection Amendments,"" which was published in the Federal Register on May 8, 2024.",Final rule; correction.,89 FR 48131,2024-12315,APHIS-2022-0004,,,,,https://www.federalregister.gov/documents/2024/06/05/2024-12315/horse-protection-amendments-correction,,1,,,,,,,,,,,,,0,['0579-AE70']
2024-06-05,2024-06-22,Social Security Administration,,0,"Intermediate Improvement to the Disability Adjudication Process, Including How We Consider Past Work; Deferral of Effective Date","We published in the Federal Register on April 18, 2024, a final rule to revise the time period we consider when determining whether an individual's past work is relevant for the purposes of making disability determinations and decisions under our rules. The preamble of that final rule cited an effective date of June 8, 2024. This rulemaking defers that effective date to June 22, 2024.",Final rule; deferral of effective date.,89 FR 48138,2024-12285,SSA-2023-0024,,,,,https://www.federalregister.gov/documents/2024/06/05/2024-12285/intermediate-improvement-to-the-disability-adjudication-process-including-how-we-consider-past-work,,1,,,,,,,,,,,,,0,['0960-AI83']
